,symbol,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN,IS_EFFECTIVE,MATERIAL_WEAKNESS,SIG_DEFICIENCY,IC_IS_EFFECTIVE,AUDIT_FEES,NON_AUDIT_FEES,TAX_FEES,AUDIT_RELATED_FEES,OTHER_FEES
280,ALLY,0,0,0,0,0,0,0,0,10,2,1,22,256000,76000,19000,52000,5000
281,ALNY,0,0,0,0,0,0,0,0,11,0,0,22,6350.42,1504.471,995.191,491.46,17.82
282,ALOG,0,0,0,0,0,0,0,0,10,1,1,21,20750,2066,1410,320,336
283,ALR,0,0,0,0,0,0,0,0,10,6,7,25,82897.09,36383.314,6171.088,30209.248,3
284,ALSN,0,0,0,0,0,0,0,0,3,0,0,6,5094.93,130,0,130,0
285,ALV,0,0,0,0,0,0,0,0,12,0,0,24,84183,2483,397,2054,32
286,ALX,0,0,0,0,0,0,0,0,12,0,0,24,4219.131,3007.598,182.988,2822.04,2.57
287,ALXN,0,0,0,0,0,0,0,0,12,0,2,26,18231.912,3192.882,2021.197,628,543.685
288,AM,0,0,0,0,0,0,0,0,1,0,0,2,590,0,0,0,0
289,AMAG,0,0,0,0,0,0,0,0,10,0,0,20,9187.077,1429.399,99.355,1312.044,18
290,AMAT,0,0,0,0,0,0,0,0,11,0,0,22,62133,5268,2744,2465,59
291,AMBA,0,0,0,0,0,0,0,0,2,0,0,4,2730.95,92.89,89.29,0,3.6
292,AMC,0,0,0,0,0,0,0,0,2,0,1,4,2610.87,1702.07,227.535,1470.584,3.95
293,AMCC,0,0,0,0,0,0,0,0,12,0,1,24,9272.815,744.575,289.393,450.682,4.5
294,AMCN,0,0,0,0,0,0,0,0,6,2,3,14,9647.649,523.262,18.883,0,504.379
295,AMCX,0,0,0,0,0,0,0,0,4,0,1,8,8630.97,3953.365,875.19,3078.175,0
296,AME,0,0,0,0,0,0,0,0,12,0,0,24,53167,8132,6777,1310,45
297,AMG,0,0,0,0,0,0,0,0,12,0,0,24,53831.88,46097.47,31232.06,14865.396,0
298,AMGN,0,0,0,0,0,0,0,0,12,0,0,24,72036.94,8364,3057,5241,66
299,AMH,0,0,0,0,0,0,0,0,2,0,0,4,3366.5,42.675,0,42.675,0
300,AMIC,0,0,0,0,0,0,0,0,3,0,0,6,1693.8,43,43,0,0
301,AMID,0,0,0,0,0,0,0,0,2,1,2,5,4533,1208,1184,24,0
302,AMKR,0,0,0,0,0,0,0,0,13,1,11,24,51152,11549,7754,3325,470
303,AMNB,0,0,0,0,0,0,0,0,12,0,0,24,1792.475,194.267,145.66,48.607,0
304,AMOT,0,0,0,0,0,0,0,0,2,0,0,4,1299.251,446.805,373.805,73,0
305,AMRB,0,0,0,0,0,0,0,0,3,0,0,6,497.38,95.225,65.025,30.2,0
306,AMRC,0,0,0,0,0,0,0,0,2,3,1,7,6403.01,1500.636,1223.75,98.626,178.26
307,AMRI,0,0,0,0,0,0,0,0,10,2,3,22,13179.931,645.373,167.049,478.324,0
308,AMRS,0,0,0,0,0,0,0,0,5,0,0,10,6923,1205,63,1142,0
309,AMSC,0,0,0,0,0,0,0,0,11,1,1,23,13504.286,984.746,853.494,0,131.252
310,AMSF,0,0,0,0,0,0,0,0,10,0,0,20,11266.36,142.061,70.491,65.585,5.985
311,AMSG,0,0,0,0,0,0,0,0,12,0,3,24,11380.45,3452.439,2343.192,1044.95,64.297
312,AMSWA,0,0,0,0,0,0,0,0,10,1,0,21,8751,151,0,151,0
313,AMT,0,0,0,0,0,0,0,0,11,1,4,23,48956,28345,9766,18579,0
314,AMTG,0,0,0,0,0,0,0,0,4,0,0,8,2392.74,944.926,872.926,0,72
315,AMWD,0,0,0,0,0,0,0,0,11,0,0,22,5373.5,487,60.5,426.5,0
316,AN,0,0,0,0,0,0,0,0,12,0,9,24,30586.57,705.9,0,439,266.9
317,ANAC,0,0,0,0,0,0,0,0,5,0,0,10,4564.331,269.867,174.867,95,0
318,ANAT,0,0,0,0,0,0,0,0,7,0,0,14,25159.53,7007.666,5670.785,1336.876,0
319,ANCX,0,0,0,0,0,0,0,0,9,0,0,18,1793.4,352.61,57.5,185.11,110
320,ANDE,0,0,0,0,0,0,0,0,11,1,3,23,21808.78,1796.37,870.078,905.432,20.86
321,ANF,0,0,0,0,0,0,0,0,11,1,1,23,20652.89,975.01,290.863,254,430.147
322,ANGI,0,0,0,0,0,0,0,0,4,0,0,8,2190.4,20,0,0,20
323,ANGO,0,0,0,0,0,0,0,0,11,2,5,24,11427,3335,2025,1310,0
324,ANH,0,0,0,0,0,0,0,0,12,0,0,24,4878.325,1058.783,77.45,981.333,0
325,ANIK,0,0,0,0,0,0,0,0,12,0,1,24,6787.375,790.01,790.01,0,0
326,ANIP,0,0,0,0,0,0,0,0,7,0,0,14,1768.725,183.881,99.265,84.616,0
327,ANSS,0,0,0,0,0,0,0,0,12,0,6,24,10690,7859,6152,1691,16
328,ANTH,0,0,0,0,0,0,0,0,3,0,1,6,973.309,0,0,0,0
329,ANW,0,0,0,0,0,0,0,0,8,1,3,17,6300,994.6,444.6,350,200
330,AOI,0,0,0,0,0,0,0,0,11,4,8,25,55517.7,3758.989,1544.649,1755.819,458.521
331,AOS,0,0,0,0,0,0,0,0,12,0,3,24,13395.64,4018.619,3602.481,416.138,0
332,AOSL,0,0,0,0,0,0,0,0,6,0,2,12,7526,250,247,0,3
333,AP,0,0,0,0,0,0,0,0,13,0,2,25,9243.869,1536.839,430.271,1099.748,6.82
334,APA,0,0,0,0,0,0,0,0,12,0,0,24,65033,18590,10659,7457,474
335,APAM,0,0,0,0,0,0,0,0,2,0,1,4,1765.3,2142.1,1251.6,850.6,39.9
336,APC,0,0,0,0,0,0,0,0,12,0,1,24,71671,19564,5522,13742,300
337,APD,0,0,0,0,0,0,0,0,11,0,1,22,65500,11300,2100,9200,0
338,APEI,0,0,0,0,0,0,0,0,8,0,1,16,3697.241,896.825,79.967,434.245,382.613
339,APH,0,0,0,0,0,0,0,0,12,0,0,24,43073,3788,815,2368,605
340,APO,0,0,0,0,0,0,0,0,4,0,0,8,127337,90048,72560,16713,775
341,APOG,0,0,0,0,0,0,0,0,11,0,0,24,13515.7,3741.9,2860.4,817.5,64
342,APOL,0,0,0,0,0,0,0,0,9,1,1,21,26029,6541,6228,56,257
343,APU,0,0,0,0,0,0,0,0,11,0,1,22,13852.876,6280.258,5935.095,35,310.163
344,AR,0,0,0,0,0,0,0,0,8,0,0,16,17185.2,1304,228,0,1076
345,ARAY,0,0,0,0,0,0,0,0,6,2,1,14,13298.39,256.908,2.145,0,254.763
346,ARC,0,0,0,0,0,0,0,0,10,0,1,20,12804,2301,686,1246,369
347,ARCC,0,0,0,0,0,0,0,0,10,0,0,20,10166.048,6527.422,4876.436,1225.8,425.186
348,ARE,0,0,0,0,0,0,0,0,12,0,0,24,10151,8535.78,8506,3,26.775
349,AREX,0,0,0,0,0,0,0,0,8,0,0,16,3437.437,37.236,5.096,32.14,0
350,ARG,0,0,0,0,0,0,0,0,12,0,4,24,22385.91,2890.251,956.549,1933.702,0
351,ARI,0,0,0,0,0,0,0,0,6,0,0,12,4053.934,1574.014,737.514,0,836.5
352,ARIA,0,0,0,0,0,0,0,0,12,0,0,24,9381.413,3859.69,3455.424,272.392,131.871
353,ARII,0,0,0,0,0,0,0,0,9,0,0,18,8485.922,74.441,0,74.441,0
354,ARLP,0,0,0,0,0,0,0,0,12,1,3,25,9889,2913.225,2459,310.225,144
355,ARMK,0,0,0,0,0,0,0,0,1,0,0,2,5844.9,877.457,687.345,190.112,0
356,ARNA,0,0,0,0,0,0,0,0,12,0,0,24,6534.693,2212.84,1380.671,676.778,155.391
357,AROW,0,0,0,0,0,0,0,0,12,0,0,24,3425.7,951.625,937.125,14.5,0
358,ARP,0,0,0,0,0,0,0,0,4,1,3,9,5374,868,363,505,0
359,ARQL,0,0,0,0,0,0,0,0,12,0,0,24,5483.862,151.615,21.215,130.4,0
360,ARR,0,0,0,0,0,0,0,0,5,0,0,10,3064.698,820.48,125.48,695,0
361,ARRS,0,0,0,0,0,0,0,0,11,0,2,22,37629.01,9852.808,3055.944,3989.558,2807.31
362,ARRY,0,0,0,0,0,0,0,0,11,0,2,22,5596.429,1358.216,606.632,751.584,0
363,ARTNA,0,0,0,0,0,0,0,0,12,0,0,24,4532,112,31,81,0
364,ARTX,0,0,0,0,0,0,0,0,3,1,1,6,2201.924,800.15,274.491,525.659,0
365,ARWR,0,0,0,0,0,0,0,0,5,0,0,10,674.2,644.772,161.074,308.782,174.916
366,ASBB,0,0,0,0,0,0,0,0,3,0,0,6,530.745,158.376,45.125,113.251,0
367,ASCMA,0,0,0,0,0,0,0,0,7,0,2,14,7263.99,2057.027,940.829,1116.198,0
368,ASEI,0,0,0,0,0,0,0,0,11,1,0,23,4207,1228,1126,0,38
369,ASFI,0,0,0,0,0,0,0,0,9,2,1,20,8004.439,32.635,0,32.635,0
370,ASGN,0,0,0,0,0,0,0,0,10,0,3,24,17110.572,2830.096,250.808,968.035,1611.253
371,ASH,0,0,0,0,0,0,0,0,10,1,0,21,94639.25,9431.04,8314.74,1098,18.3
372,ASML,0,0,0,0,0,0,0,0,10,0,0,20,19554.32,6676.404,4908.902,1449.84,317.661
373,ASNA,0,0,0,0,0,0,0,0,5,0,1,10,21806.1,5920.4,1806,1646.1,2468.3
374,ASPS,0,0,0,0,0,0,0,0,5,1,2,11,8230.475,2994.812,2004.368,990.444,0
375,ASRV,0,0,0,0,0,0,0,0,7,0,1,14,2523.938,832.348,205.335,511.63,115.383
376,ASTE,0,0,0,0,0,0,0,0,11,1,1,23,18849.11,2213.321,1113.304,1082.732,17.285
377,ASYS,0,0,0,0,0,0,0,0,6,0,1,12,2007.271,33.622,0,33.622,0
378,AT,0,0,0,0,0,0,0,0,4,1,2,9,6450,3947,2747,1165,35
379,ATEC,0,0,0,0,0,0,0,0,8,1,1,17,11180.023,886.098,408.913,307.185,170
380,ATHM,0,0,0,0,0,0,0,0,2,0,0,4,2575.62,352.977,0,352.977,0
381,ATHN,0,0,0,0,0,0,0,0,7,1,1,15,10351.29,3465.197,2379.687,561.465,524.045
382,ATI,0,0,0,0,0,0,0,0,12,0,1,24,38101,3288,243,3017,28
383,ATLO,0,0,0,0,0,0,0,0,12,0,0,24,1625.975,377.477,215.756,134.4,27.321
384,ATO,0,0,0,0,0,0,0,0,11,0,0,22,33436,2156,1399,757,0
385,ATR,0,0,0,0,0,0,0,0,12,0,2,24,36226,3688,2957,715,16
386,ATRC,0,0,0,0,0,0,0,0,7,0,2,14,4255.913,485.438,110.435,225.131,149.872
387,ATRI,0,0,0,0,0,0,0,0,11,0,0,22,3290.441,708.226,589.777,35.021,83.428
388,ATRO,0,0,0,0,0,0,0,0,10,1,0,19,7549.013,754.589,118.056,457.552,178.981
389,ATRS,0,0,0,0,0,0,0,0,6,0,0,12,1846.7,186.769,186.769,0,0
390,ATSG,0,0,0,0,0,0,0,0,13,0,1,25,11403.686,410.383,80.643,329.74,0
391,ATTU,0,0,0,0,0,0,0,0,2,0,0,4,488.687,193.47,154.27,25,14.2
392,ATU,0,0,0,0,0,0,0,0,11,0,7,22,18722.2,10012,9308.3,702.7,1
393,ATVI,0,0,0,0,0,0,0,0,14,0,2,27,52245.49,28062.46,26376.15,1246.136,396.167
394,ATW,0,0,0,0,0,0,0,0,11,0,2,22,12202.425,6765.226,6310.186,241.9,213.14
395,AUDC,0,0,0,0,0,0,0,0,9,0,0,18,3155,1076,658,418,0
396,AV,0,0,0,0,0,0,0,0,7,0,1,14,174930.1,132798.1,2050.125,106170.32,24577.71
397,AVA,0,0,0,0,0,0,0,0,12,0,1,24,20397.87,2352.88,742.868,1252.612,357.4
398,AVAV,0,0,0,0,0,0,0,0,8,0,1,16,5608.855,2217.45,2211.465,0,5.985
399,AVB,0,0,0,0,0,0,0,0,12,0,0,24,13359.097,11168.903,5433.397,5735.492,0
400,AVD,0,0,0,0,0,0,0,0,12,0,0,24,6069,2397,2397,0,0
401,AVEO,0,0,0,0,0,0,0,0,5,0,0,10,2837.502,361.935,355.99,0,5.945
402,AVG,0,0,0,0,0,0,0,0,0,2,0,2,5354,1051,8,897,146
403,AVGO,0,0,0,0,0,0,0,0,5,0,2,12,18335,4802,3700,491,611
404,AVHI,0,0,0,0,0,0,0,0,12,0,2,24,10817.167,1617.91,1010.875,591.645,15.39
405,AVID,0,0,0,0,0,0,0,0,8,3,1,19,46843,3589,2732,857,0
406,AVNW,0,0,0,0,0,0,0,0,5,3,1,13,20280.01,1085.458,937.765,77.531,70.162
407,AVP,0,0,0,0,0,0,0,0,13,0,9,26,105320,5530,3140,2120,270
408,AVT,0,0,0,0,0,0,0,0,11,0,0,22,69098.57,12637.87,10237.58,2398.279,2
409,AVX,0,0,0,0,0,0,0,0,13,1,1,27,54821.72,6695.487,6055.629,526.211,113.647
410,AVY,0,0,0,0,0,0,0,0,12,0,4,24,84800,58800,52800,5900,100
411,AWH,0,0,0,0,0,0,0,0,9,0,1,18,34941.22,1719.468,2.699,1327.151,389.618
412,AWK,0,0,0,0,0,0,0,0,7,0,1,14,23019,3818.244,3003.848,120,694.394
413,AWR,0,0,0,0,0,0,0,0,12,0,0,24,13893.406,2558.036,2141.26,218.956,197.82
414,AWRE,0,0,0,0,0,0,0,0,12,0,0,24,2561.5,453.318,79.85,186.92,186.548
415,AXAS,0,0,0,0,0,0,0,0,8,0,0,20,4847.138,1654.698,793.086,243.748,617.864
416,AXDX,0,0,0,0,0,0,0,0,3,0,0,6,1021.31,42.47,28.715,0,13.755
417,AXE,0,0,0,0,0,0,0,0,12,0,2,24,48513.7,5445.5,5195.2,250.3,0
418,AXL,0,0,0,0,0,0,0,0,11,1,1,23,17035.82,5866.287,5317.449,130.7,418.138
419,AXLL,0,0,0,0,0,0,0,0,12,3,4,27,40051.246,15939.747,10548.865,5380.516,10.365
420,AXR,0,0,0,0,0,0,0,0,3,0,0,6,975.4,304.185,158.499,145.686,0
421,AXS,0,0,0,0,0,0,0,0,12,0,0,24,43811.58,5972.175,5241.669,728.173,2.333
422,AXTI,0,0,0,0,0,0,0,0,8,0,0,16,5420.493,64.451,0,25.989,38.462
423,AYI,0,0,0,0,0,0,0,0,11,0,0,22,25294.64,3102.82,2294.528,808.292,0
424,AYR,0,0,0,0,0,0,0,0,10,2,3,22,29988.15,7941.884,7533.384,359.5,49
425,AZO,0,0,0,0,0,0,0,0,11,0,1,22,18008.31,2295.904,2164.574,128.83,2.5
426,AZPN,0,0,0,0,0,0,0,0,3,10,1,16,48157.9,919.242,520.631,322.093,76.518
427,AZZ,0,0,0,0,0,0,0,0,11,0,1,24,5651.474,3544.687,2390.291,1154.396,0
428,B,0,0,0,0,0,0,0,0,12,0,2,24,27934.63,18382.95,14210.131,4030.665,142.162
429,BABY,0,0,0,0,0,0,0,0,9,2,6,20,15891.792,2052.028,609.049,1426.329,16.65
430,BAH,0,0,0,0,0,0,0,0,5,0,1,10,11787,3249.237,2808.737,440.5,0
431,BANC,0,0,0,0,0,0,0,0,13,2,4,30,8312.754,6813.584,247.025,2652.9,3913.659
432,BANF,0,0,0,0,0,0,0,0,12,0,0,24,6842.593,163.759,0,163.759,0
433,BANR,0,0,0,0,0,0,0,0,12,0,1,26,6668.448,1242.728,492.91,740.902,8.916
434,BAS,0,0,0,0,0,0,0,0,10,0,0,20,13498.71,1191.507,180.757,140.729,870.021
435,BAX,0,0,0,0,0,0,0,0,11,1,4,23,126439,45263,14123,20498,10642
436,BBBY,0,0,0,0,0,0,0,0,11,0,1,24,15543.74,2604.965,1656.386,933.579,15
437,BBCN,0,0,0,0,0,0,0,0,11,1,2,23,6908.971,874.129,375.354,405.076,93.699
438,BBG,0,0,0,0,0,0,0,0,11,0,0,22,6562.5,754.3,0,754.3,0
439,BBGI,0,0,0,0,0,0,0,0,4,0,0,8,1165.59,307.184,237.644,43.8,25.74
440,BBOX,0,0,0,0,0,0,0,0,11,1,4,23,20559.71,673.188,92,581.188,0
441,BBRG,0,0,0,0,0,0,0,0,5,0,0,10,2349.5,50,0,50,0
442,BBSI,0,0,0,0,0,0,0,0,6,5,2,15,4469.5,686.986,399.076,263.91,24
443,BBT,0,0,0,0,0,0,0,0,12,0,0,24,75895.5,51280.79,8647.411,27325.91,15307.478
444,BBW,0,0,0,0,0,0,0,0,10,0,0,22,7372.11,1360.922,1063.3,250.297,47.325
445,BBX,0,0,0,0,0,0,0,0,13,2,5,28,22640,1914,4,1765,145
446,BCBP,0,0,0,0,0,0,0,0,5,0,1,9,1090.032,407.605,145.659,156.308,105.638
447,BCC,0,0,0,0,0,0,0,0,2,0,2,4,3830,220.542,204.542,16,0
448,BCEI,0,0,0,0,0,0,0,0,4,0,0,8,2106.635,443.573,418.08,25.493,0
449,BCO,0,0,0,0,0,0,0,0,12,0,2,24,79954,13236,8442,4205,589
450,BCOV,0,0,0,0,0,0,0,0,3,0,1,6,3330.071,653.364,506.2,141.179,5.985
451,BCPC,0,0,0,0,0,0,0,0,12,0,2,24,6285.385,1038.938,190.31,848.628,0
452,BCR,0,0,0,0,0,0,0,0,12,0,3,24,45383.5,18694.5,14897,3347.502,450
453,BCRX,0,0,0,0,0,0,0,0,12,0,0,24,4106.676,0,0,0,0
454,BDC,0,0,0,0,0,0,0,0,12,0,4,24,30888.87,10933.492,6597.174,4336.315,0
455,BDE,0,0,0,0,0,0,0,0,11,0,1,22,6364.371,1529.451,795.842,622.062,111.547
456,BDGE,0,0,0,0,0,0,0,0,12,0,0,24,2378.05,282.733,0,282.733,0
457,BDN,0,0,0,0,0,0,0,0,12,0,2,24,12384.324,317.284,4.125,290.593,22.566
458,BDSI,0,0,0,0,0,0,0,0,7,0,1,14,1022.668,363.228,164.893,198.335,0
459,BDX,0,0,0,0,0,0,0,0,11,0,1,22,85096,10762.5,5049,3266.5,2447
460,BEAT,0,0,0,0,0,0,0,0,3,0,1,6,2330.995,366.681,78.826,222,65.855
461,BEAV,0,0,0,0,0,0,0,0,12,0,4,24,44631.14,22666.327,18537.056,4082.701,46.577
462,BEBE,0,0,0,0,0,0,0,0,12,0,0,24,12246.775,393.5,225,108,60.5
463,BECN,0,0,0,0,0,0,0,0,11,0,1,22,13334.738,2324.027,1287.063,1036.964,0
464,BEL,0,0,0,0,0,0,0,0,11,1,1,23,25927.7,9036.3,6482.2,2457.1,97
465,BELFB,0,0,0,0,0,0,0,0,13,0,5,24,19092.759,7039.972,4169.648,2870.326,0
466,BEN,0,0,0,0,0,0,0,0,11,0,0,22,59252,26344,2982,16161,7201
467,BERY,0,0,0,0,0,0,0,0,3,0,3,6,10500,4600,2600,2000,0
468,BFAM,0,0,0,0,0,0,0,0,0,2,0,2,4685.75,98.66,98.66,0,0
469,BFIN,0,0,0,0,0,0,0,0,10,0,0,20,3767.71,681.057,395.75,152.1,5.175
470,BFS,0,0,0,0,0,0,0,0,12,0,0,24,6373,328.1,130,198.1,0
471,BG,0,0,0,0,0,0,0,0,10,2,5,22,141891,7916.956,3492.117,4424.839,0
472,BGC,0,0,0,0,0,0,0,0,10,8,5,29,79759.87,12622.071,9808.633,2661.609,151.829
473,BGCP,0,0,0,0,0,0,0,0,13,2,8,28,53884.881,5405.499,2044.185,2161.673,1199.641
474,BGFV,0,0,0,0,0,0,0,0,10,2,0,22,13608.467,48.5,0,0,48.5
475,BGG,0,0,0,0,0,0,0,0,11,0,0,22,9910.631,3221.234,2623.143,529.3,68.791
476,BHE,0,0,0,0,0,0,0,0,12,0,2,24,22677.73,3793.66,3641.843,144.317,7.5
477,BHI,0,0,0,0,0,0,0,0,13,0,1,26,172300,29500,15300,9900,2200
478,BHLB,0,0,0,0,0,0,0,0,12,0,2,24,7841.143,3371.945,991.685,2380.26,0
479,BID,0,0,0,0,0,0,0,0,12,0,0,24,39256.03,6389.475,3944.628,2381.588,63.25
480,BIG,0,0,0,0,0,0,0,0,12,0,3,24,15955,6692,1589,549,4554
481,BIIB,0,0,0,0,0,0,0,0,12,0,0,24,45823.57,17620.583,15669.752,1436.57,514.271
482,BIO,0,0,0,0,0,0,0,0,9,3,2,21,55914.19,15838.566,9531.168,2955.441,3351.954
483,BIOD,0,0,0,0,0,0,0,0,4,1,0,6,839.3,185.356,185.356,0,0
484,BIOL,0,0,0,0,0,0,0,0,7,3,1,17,8467.614,96.219,2,43.704,50.515
485,BIOS,0,0,0,0,0,0,0,0,7,6,3,19,28004.12,1320.487,145,766.947,408.54
486,BJRI,0,0,0,0,0,0,0,0,12,0,0,24,4614.264,16.076,7.276,0,8.8
487,BK,0,0,0,0,0,0,0,0,8,0,3,20,153507,143617,20646,119944,3027
488,BKD,0,0,0,0,0,0,0,0,11,0,1,22,20418.3,4718.027,759.528,3958.508,0
489,BKE,0,0,0,0,0,0,0,0,11,1,2,24,5126.55,1326.776,988.111,295.465,0
490,BKH,0,0,0,0,0,0,0,0,12,3,4,27,35206.06,11825.474,9208.324,2469.195,147.958
491,BKMU,0,0,0,0,0,0,0,0,11,1,0,23,5423.802,714.662,687.462,27.2,0
492,BKU,0,0,0,0,0,0,0,0,5,0,0,10,10169.4,1403.855,0,1242,161.855
493,BLDR,0,0,0,0,0,0,0,0,10,0,2,20,20309.27,5437.151,1363.662,3973.134,100.354
494,BLK,0,0,0,0,0,0,0,0,10,0,2,20,142992.12,49775.03,10812.679,29464.24,9498.115
495,BLL,0,0,0,0,0,0,0,0,12,0,3,24,77025,40157,32940,5199,1772
496,BLMN,0,0,0,0,0,0,0,0,3,0,1,6,9111,954,218,719,17
497,BLMT,0,0,0,0,0,0,0,0,5,0,0,10,859.087,129.064,109.668,19.396,0
498,BLOX,0,0,0,0,0,0,0,0,3,0,0,6,3182.7,150.985,142.9,5.295,2.79
499,BLUE,0,0,0,0,0,0,0,0,2,0,0,4,1319.225,615.751,327.986,283.775,3.99
500,BMI,0,0,0,0,0,0,0,0,12,0,0,24,6194.443,288.8,0,288.8,0
501,BMRC,0,0,0,0,0,0,0,0,9,0,0,18,2402.704,21.585,0,18.576,3.009
502,BMRN,0,0,0,0,0,0,0,0,12,0,0,24,12288.635,1015.055,103.401,665.795,245.859
503,BMS,0,0,0,0,0,0,0,0,12,0,2,24,33326.71,10017.049,2019.904,7613.043,384.099
504,BMTC,0,0,0,0,0,0,0,0,12,0,0,24,5734.714,1916.193,668.105,1248.088,0
505,BMY,0,0,0,0,0,0,0,0,12,0,4,24,176610,126210,83420,40810,1980
506,BNCL,0,0,0,0,0,0,0,0,6,0,0,12,3006.374,906.219,216.294,653.23,36.695
507,BNCN,0,0,0,0,0,0,0,0,9,0,1,18,2463.825,199.525,0,105.525,0
508,BOBE,0,0,0,0,0,0,0,0,9,2,1,20,8917.374,2326.6,1676.599,649.999,0
509,BOCH,0,0,0,0,0,0,0,0,6,0,0,12,1494.758,67.744,12.5,35.654,19.59
510,BOFI,0,0,0,0,0,0,0,0,5,0,0,10,1754.006,134.05,35.15,98.9,0
511,BOKF,0,0,0,0,0,0,0,0,12,0,0,24,13415.21,4101.711,423.461,1479.326,2198.919
512,BONT,0,0,0,0,0,0,0,0,12,0,0,24,21536.32,4184.422,2930.586,1253.836,0
513,BOOM,0,0,0,0,0,0,0,0,9,2,0,20,7460.408,1184.231,1011.306,149.18,23.745
514,BOX,0,0,0,0,0,0,0,0,1,0,0,2,2155,272.434,40.015,222.419,10
515,BPI,0,0,0,0,0,0,0,0,6,6,4,18,23824.78,4019.221,3278.432,575,165.789
516,BPL,0,0,0,0,0,0,0,0,12,0,0,24,22094.639,9033.376,5524.159,2890.662,618.561
517,BPOP,0,0,0,0,0,0,0,0,11,1,1,23,57101.7,15345.677,1987.858,12834.535,523.285
518,BPY,0,0,0,0,0,0,0,0,2,0,2,4,12157,26142,2084,23891,167
519,BRC,0,0,0,0,0,0,0,0,11,0,2,22,18261,16246,8731,1449,6066
520,BRCD,0,0,0,0,0,0,0,0,11,0,0,22,20605.3,5063.465,473.297,2527.168,2063
521,BREW,0,0,0,0,0,0,0,0,5,0,0,10,1485.491,27.61,0,23.747,3.863
522,BRKL,0,0,0,0,0,0,0,0,13,0,0,26,9101.645,2104.275,1375.775,728.5,0
523,BRKR,0,0,0,0,0,0,0,0,11,1,2,23,47346.77,2865.068,2056.168,787.4,21.5
524,BRKS,0,0,0,0,0,0,0,0,11,0,2,22,17958.07,8357.914,3539.696,42,4776.221
525,BRO,0,0,0,0,0,0,0,0,12,0,8,24,11373.362,227.943,15.75,194.197,17.996
526,BRS,0,0,0,0,0,0,0,0,10,2,2,22,21108.097,13090.296,4621.756,4470.948,3997.608
527,BRSS,0,0,0,0,0,0,0,0,2,0,1,4,6030.8,0,0,0,0
528,BRT,0,0,0,0,0,0,0,0,11,0,0,22,4834.901,290.283,86.783,0,203.5
529,BRX,0,0,0,0,0,0,0,0,1,1,0,3,3726.17,1310.695,742.501,566.026,2.172
530,BSET,0,0,0,0,0,0,0,0,8,2,1,18,6368.717,2081.162,2036.342,21,10.82
531,BSFT,0,0,0,0,0,0,0,0,5,0,0,10,6634.71,972.6,702,240.6,30
532,BSRR,0,0,0,0,0,0,0,0,13,0,0,26,3363.028,999.795,547.575,452.22,0
533,BSTC,0,0,0,0,0,0,0,0,7,0,0,14,668.013,35.35,0,35.35,0
534,BUD,0,0,0,0,0,0,0,0,6,0,2,12,59625,37175,28604,5795,2776
535,BURL,0,0,0,0,0,0,0,0,2,0,0,4,3482,2017,1120,897,0
536,BUSE,0,0,0,0,0,0,0,0,12,0,0,24,4883.787,768.442,539.847,197.02,31.575
537,BVSN,0,0,0,0,0,0,0,0,2,1,1,5,1899.357,275.555,275.555,0,0
538,BWA,0,0,0,0,0,0,0,0,12,0,1,24,57848.39,12303.151,9796.262,2506.891,0
539,BWINB,0,0,0,0,0,0,0,0,12,0,0,24,6564.45,234.39,158.34,76.05,0
540,BWLD,0,0,0,0,0,0,0,0,10,1,0,23,5714.166,729.837,22.3,631.537,76
541,BWP,0,0,0,0,0,0,0,0,10,0,1,20,21729,3571,4,3567,0
542,BX,0,0,0,0,0,0,0,0,8,0,0,16,279013,446791,332352,113718,721
543,BXC,0,0,0,0,0,0,0,0,11,0,0,24,22116.226,1415.322,0,1375.219,40.103
544,BXMT,0,0,0,0,0,0,0,0,12,0,1,24,10708.746,4026.365,2662.027,1356.338,8
545,BXP,0,0,0,0,0,0,0,0,12,0,0,24,17840.48,10753.455,7106.143,3558.374,88.932
546,BXS,0,0,0,0,0,0,0,0,10,2,1,22,11316.468,1443.777,307.93,496.05,639.797
547,BYD,0,0,0,0,0,0,0,0,12,0,3,24,22258,6970,2933,3949,88
548,BZH,0,0,0,0,0,0,0,0,10,1,1,21,14585.18,3918.007,3249.74,668.27,0
549,CA,0,0,0,0,0,0,0,0,10,3,6,23,161952.1,14015.14,5191.93,8300.21,523
550,CAAS,0,0,0,0,0,0,0,0,3,3,2,9,4943,0,0,0,0
551,CAB,0,0,0,0,0,0,0,0,12,0,3,23,13199.087,4042.873,1232.99,2414.467,395.416
552,CAC,0,0,0,0,0,0,0,0,12,0,0,24,2521.525,482.81,205.053,235.444,42.313
553,CACB,0,0,0,0,0,0,0,0,13,5,3,27,3901.59,2549.211,454.16,1361.354,733.697
554,CACC,0,0,0,0,0,0,0,0,11,1,0,23,8301,1420,0,1420,0
555,CACI,0,0,0,0,0,0,0,0,11,0,1,22,16418.29,5601.209,2979.871,2621.338,0
556,CAE,0,0,0,0,0,0,0,0,9,0,0,18,24690.47,8529.379,5439.962,3089.414,0
557,CAG,0,0,0,0,0,0,0,0,10,1,1,21,71037.7,5158,1800.7,3249.8,107.5
558,CAJ,0,0,0,0,0,0,0,0,10,0,0,20,234657.5,31072.467,10974.168,4910.836,15187.45
