"","customer_no","invoice_no","invoice_date","sku","sales_count","cash_not_ar","sales_return","unit_cost","sales_unit_price","sales_extended","collection_amount","collection_date","collection_no","shipper_date","shipper_no"
"894","c00007","i00893",2020-11-25,"SLNEL",14,0,0,24,72,1008,1008,2021-02-14,"r00930",2020-12-14,"s00921"
"895","c00008","i00895",2020-11-26,"ETKQW",14,0,0,27,81,1134,1134,2021-01-15,"r00864",2020-11-29,"s00881"
"896","c00005","i00896",2020-11-26,"WBOEC",13,0,0,36,108,1404,1404,2020-12-08,"r00769",2020-12-14,"s00922"
"897","c00008","i00899",2020-11-27,"GEXDT",13,0,0,27,27,351,351,2021-03-21,"r00968",2020-11-28,"s00878"
"898","c00005","i00898",2020-11-27,"GEXDT",19,0,0,34,68,1292,1292,2021-03-17,"r00962",2020-11-29,"s00882"
"899","c00004","i00897",2020-11-27,"WBOEC",12,0,0,42,42,504,504,2020-12-15,"r00788",2020-12-01,"s00888"
"900","c00005","i00901",2020-11-27,"ETKQW",20,1,0,35,105,2100,2100,2020-11-27,"r00746",2020-12-02,"s00889"
"901","c00004","i00900",2020-11-27,"SLNEL",14,0,0,30,90,1260,1260,2020-12-23,"r00809",2020-12-08,"s00904"
"902","c00007","i00902",2020-11-27,"QWBPM",12,0,1,36,36,432,432,2021-03-04,"r00952",2020-12-14,"s00923"
"903","c00009","i00903",2020-11-28,"JQWPP",19,0,0,24,72,1368,1368,2020-12-06,"r00765",2020-12-06,"s00899"
"904","c00009","i00909",2020-11-30,"JRVPC",16,1,0,27,27,432,432,2020-11-30,"r00753",2020-11-30,"s00886"
"905","c00010","i00905",2020-11-30,"SLNEL",23,0,0,27,81,1863,1863,2021-02-01,"r00903",2020-12-02,"s00890"
"906","c00005","i00908",2020-11-30,"QWBPM",17,0,0,34,68,1156,1156,2021-04-15,"r00978",2020-12-04,"s00895"
"907","c00006","i00906",2020-11-30,"JQWPP",10,0,0,36,108,1080,1080,2021-04-07,"r00975",2020-12-07,"s00903"
"909","c00005","i00904",2020-11-30,"SSBIT",14,1,0,33,66,924,924,2020-11-30,"r00752",2020-12-17,"s00931"
"910","c00009","i00910",2020-12-02,"JRVPC",13,1,0,30,90,1170,1170,2020-12-02,"r00758",2020-12-03,"s00892"
"911","c00008","i00913",2020-12-02,"ETKQW",18,0,0,24,72,1296,1296,2021-01-21,"r00878",2020-12-12,"s00917"
"912","c00006","i00911",2020-12-02,"WBOEC",13,0,0,35,105,1365,1365,2021-01-22,"r00881",2020-12-14,"s00924"
"913","c00003","i00912",2020-12-02,"SLNEL",12,0,0,36,36,432,432,2021-04-22,"r00979",2020-12-24,"s00950"
"914","c00009","i00914",2020-12-03,"WBOEC",16,0,0,33,66,1056,1056,2021-01-22,"r00882",2020-12-03,"s00893"
"915","c00008","i00915",2020-12-03,"TQLMI",14,1,0,27,81,1134,1134,2020-12-03,"r00760",2020-12-27,"s00958"
"916","c00008","i00916",2020-12-04,"GEXDT",11,0,0,36,108,1188,1188,2021-01-27,"r00893",2020-12-26,"s00957"
"917","c00006","i00917",2020-12-05,"WBOEC",10,0,0,42,42,420,420,2021-02-11,"r00926",2020-12-06,"s00900"
"918","c00009","i00920",2020-12-05,"JQWPP",18,0,0,30,90,1620,1620,2021-05-20,"r00989",2020-12-11,"s00912"
"919","c00007","i00918",2020-12-05,"TQLMI",14,0,0,34,68,952,952,2021-01-27,"r00894",2020-12-13,"s00919"
"920","c00005","i00919",2020-12-05,"JQWPP",14,0,0,27,27,378,378,2020-12-19,"r00798",2020-12-16,"s00927"
"921","c00004","i00924",2020-12-06,"GEXDT",21,1,0,33,66,1386,1386,2020-12-06,"r00766",2020-12-08,"s00905"
"922","c00006","i00921",2020-12-06,"GEXDT",15,0,0,35,105,1575,1575,2021-01-21,"r00879",2020-12-09,"s00907"
"923","c00005","i00922",2020-12-06,"JQWPP",9,0,0,36,36,324,324,2021-01-29,"r00896",2020-12-11,"s00913"
"924","c00005","i00926",2020-12-06,"SLNEL",18,0,0,36,108,1944,1944,2021-06-18,"r00993",2020-12-11,"s00914"
"925","c00005","i00925",2020-12-06,"GEXDT",15,0,0,27,81,1215,1215,2021-02-25,"r00942",2020-12-12,"s00918"
"926","c00003","i00923",2020-12-06,"JRVPC",19,0,1,24,72,1368,1368,2020-12-20,"r00801",2020-12-27,"s00959"
"927","c00010","i00928",2020-12-07,"SSBIT",17,0,0,34,68,1156,1156,2021-01-15,"r00865",2020-12-10,"s00909"
"928","c00003","i00927",2020-12-07,"TQLMI",21,0,0,42,42,882,882,2021-02-13,"r00928",2020-12-19,"s00937"
"929","c00005","i00929",2020-12-08,"GEXDT",10,0,0,27,27,270,270,2021-02-05,"r00919",2020-12-13,"s00920"
"930","c00004","i00930",2020-12-08,"ZUBSA",16,0,0,30,90,1440,1440,2020-12-20,"r00802",2020-12-24,"s00951"
"931","c00007","i00933",2020-12-09,"SLNEL",12,0,0,24,72,864,864,2021-01-20,"r00874",2020-12-09,"s00908"
"932","c00010","i00931",2020-12-09,"WBOEC",17,0,0,35,105,1785,1785,2021-01-22,"r00883",2020-12-18,"s00934"
"933","c00005","i00934",2020-12-09,"GEXDT",11,0,0,33,66,726,726,2021-08-28,"r01000",2020-12-21,"s00943"
"934","c00005","i00932",2020-12-09,"JRVPC",11,0,0,36,36,396,396,2020-12-25,"r00814",2020-12-28,"s00963"
"935","c00001","i00935",2020-12-10,"GEXDT",10,0,0,27,81,810,810,2021-03-30,"r00971",2020-12-10,"s00910"
"936","c00007","i00936",2020-12-10,"ZUBSA",20,0,0,36,108,2160,2160,2021-01-23,"r00888",2020-12-11,"s00915"
"937","c00008","i00937",2020-12-10,"SSBIT",11,0,0,42,42,462,462,2021-01-24,"r00890",2020-12-20,"s00942"
"938","c00008","i00938",2020-12-11,"SSBIT",17,0,0,34,68,1156,1156,2021-01-29,"r00897",2020-12-22,"s00945"
"939","c00008","i00941",2020-12-12,"ETKQW",11,0,0,35,105,1155,1155,2021-03-02,"r00949",2020-12-17,"s00932"
"940","c00004","i00940",2020-12-12,"TQLMI",14,0,0,30,90,1260,1260,2021-02-19,"r00934",2020-12-18,"s00935"
"941","c00006","i00939",2020-12-12,"SSBIT",17,0,0,27,27,459,459,2021-01-12,"r00858",2020-12-21,"s00944"
"942","c00009","i00942",2020-12-12,"ETKQW",26,0,0,36,36,936,936,2021-04-24,"r00980",2021-01-24,"s00999"
"943","c00009","i00946",2020-12-13,"SSBIT",15,0,0,36,108,1620,1620,2020-12-25,"r00815",2020-12-14,"s00925"
"944","c00008","i00944",2020-12-13,"SSBIT",16,0,0,33,66,1056,1056,2021-04-05,"r00974",2020-12-14,"s00926"
"945","c00009","i00943",2020-12-13,"SLNEL",18,0,0,24,72,1296,1296,2021-02-04,"r00916",2020-12-22,"s00946"
"946","c00004","i00945",2020-12-13,"GEXDT",12,0,0,27,81,972,972,2021-02-09,"r00923",2021-01-04,"s00981"
"947","c00010","i00947",2020-12-14,"JQWPP",16,1,0,42,42,672,672,2020-12-14,"r00786",2020-12-18,"s00936"
"948","c00004","i00948",2020-12-14,"JRVPC",15,0,0,34,68,1020,1020,2021-02-07,"r00921",2020-12-19,"s00938"
"949","c00007","i00951",2020-12-15,"JRVPC",5,1,0,35,105,525,525,2020-12-15,"r00789",2020-12-16,"s00928"
"950","c00005","i00950",2020-12-15,"TQLMI",18,0,0,30,90,1620,1620,2021-01-18,"r00870",2020-12-16,"s00929"
"951","c00006","i00949",2020-12-15,"WBOEC",21,0,0,27,27,567,567,2021-01-31,"r00900",2020-12-16,"s00930"
"953","c00007","i00954",2020-12-16,"JRVPC",17,0,0,33,66,1122,1122,2021-01-26,"r00891",2020-12-19,"s00939"
"954","c00008","i00953",2020-12-16,"WBOEC",10,0,0,24,72,720,720,2021-03-14,"r00961",2021-01-06,"s00985"
"955","c00007","i00957",2020-12-17,"JRVPC",9,0,0,42,42,378,378,2021-01-11,"r00857",2020-12-17,"s00933"
"956","c00005","i00960",2020-12-17,"SLNEL",17,0,0,30,90,1530,1530,2021-03-28,"r00969",2020-12-19,"s00940"
"957","c00007","i00958",2020-12-17,"GEXDT",12,0,0,34,68,816,816,2021-03-18,"r00963",2020-12-22,"s00947"
"958","c00008","i00956",2020-12-17,"JQWPP",12,0,0,36,108,1296,1296,2021-01-07,"r00842",2020-12-25,"s00956"
"959","c00007","i00955",2020-12-17,"WBOEC",22,0,0,27,81,1782,1782,2021-05-22,"r00990",2020-12-31,"s00968"
"960","c00004","i00959",2020-12-17,"JQWPP",13,0,0,27,27,351,351,2021-02-19,"r00935",2021-01-05,"s00983"
"961","c00006","i00962",2020-12-18,"ETKQW",13,0,0,36,36,468,468,2021-02-19,"r00936",2020-12-19,"s00941"
"962","c00008","i00964",2020-12-18,"TQLMI",13,0,0,33,66,858,858,2021-01-10,"r00854",2020-12-24,"s00952"
"963","c00004","i00965",2020-12-18,"ZUBSA",13,0,1,27,81,1053,1053,2021-02-28,"r00945",2020-12-24,"s00953"
"964","c00004","i00963",2020-12-18,"GEXDT",17,0,0,24,72,1224,1224,2021-02-15,"r00931",2020-12-27,"s00961"
"965","c00006","i00961",2020-12-18,"TQLMI",16,0,0,35,105,1680,1680,2021-03-18,"r00964",2021-01-03,"s00976"
"966","c00006","i00966",2020-12-19,"SSBIT",19,0,1,36,108,2052,2052,2021-02-02,"r00910",2020-12-28,"s00964"
"967","c00008","i00968",2020-12-19,"SLNEL",12,0,0,34,68,816,816,2021-03-12,"r00960",2021-01-07,"s00986"
"968","c00008","i00967",2020-12-19,"WBOEC",17,0,0,42,42,714,714,2021-02-13,"r00929",2021-01-15,"s00994"
"969","c00008","i00970",2020-12-21,"JQWPP",12,1,0,30,90,1080,1080,2020-12-21,"r00804",2020-12-24,"s00954"
"970","c00006","i00969",2020-12-21,"ZUBSA",15,0,0,27,27,405,405,2021-01-22,"r00884",2020-12-31,"s00969"
"971","c00009","i00973",2020-12-22,"JQWPP",10,0,0,24,72,720,720,2021-05-11,"r00985",2020-12-24,"s00955"
"972","c00005","i00972",2020-12-22,"ETKQW",14,0,0,36,36,504,504,2021-04-10,"r00976",2020-12-27,"s00962"
"973","c00006","i00971",2020-12-22,"TQLMI",25,0,0,35,105,2625,2625,2021-02-01,"r00904",2021-01-03,"s00977"
"974","c00007","i00974",2020-12-22,"SLNEL",16,0,0,33,66,1056,1056,2020-12-26,"r00817",2021-01-20,"s00996"
"975","c00003","i00975",2020-12-23,"JRVPC",19,0,0,27,81,1539,1539,2020-12-25,"r00816",2020-12-23,"s00948"
"976","c00007","i00977",2020-12-24,"ZUBSA",19,0,0,42,42,798,798,2021-02-01,"r00905",2020-12-28,"s00965"
"977","c00007","i00976",2020-12-24,"JRVPC",12,1,1,36,108,1296,1296,2020-12-24,"r00811",2020-12-31,"s00970"
"978","c00005","i00978",2020-12-24,"JRVPC",17,0,0,34,68,1156,1156,2021-01-01,"r00834",2021-01-10,"s00989"
"979","c00007","i00979",2020-12-26,"SSBIT",16,0,0,27,27,432,432,2021-02-01,"r00906",2021-01-13,"s00993"
"980","c00009","i00980",2020-12-26,"QWBPM",14,0,0,30,90,1260,1260,2021-03-08,"r00956",2021-01-21,"s00997"
"981","c00007","i00981",2020-12-27,"SSBIT",10,0,0,35,105,1050,1050,2021-01-09,"r00849",2021-01-01,"s00973"
"982","c00005","i00983",2020-12-27,"JQWPP",15,0,0,24,72,1080,1080,2021-05-13,"r00986",2021-01-02,"s00974"
"983","c00009","i00982",2020-12-27,"ZUBSA",13,0,0,36,36,468,468,2021-04-30,"r00982",2021-01-11,"s00990"
"984","c00007","i00984",2020-12-28,"TQLMI",14,0,0,33,66,924,924,2021-03-06,"r00954",2020-12-29,"s00966"
"985","c00008","i00987",2020-12-28,"ZUBSA",8,0,0,42,42,336,336,2021-07-13,"r00995",2020-12-30,"s00967"
"986","c00005","i00985",2020-12-28,"JQWPP",16,1,1,27,81,1296,1296,2020-12-28,"r00822",2021-01-02,"s00975"
"987","c00005","i00986",2020-12-28,"SLNEL",15,0,0,36,108,1620,1620,2021-02-02,"r00911",2021-01-03,"s00978"
"988","c00007","i00988",2020-12-29,"ETKQW",17,0,0,34,68,1156,1156,2021-06-05,"r00992",2020-12-31,"s00971"
"989","c00006","i00990",2020-12-29,"ETKQW",18,0,0,30,90,1620,1620,2021-04-01,"r00972",2021-01-04,"s00982"
"990","c00004","i00989",2020-12-29,"ZUBSA",16,0,0,27,27,432,432,2021-07-27,"r00997",2021-02-15,"s01000"
"991","c00006","i00997",2020-12-30,"GEXDT",17,0,0,42,42,714,714,2021-02-11,"r00927",2020-12-31,"s00972"
"992","c00006","i00992",2020-12-30,"SLNEL",13,0,0,36,36,468,468,2021-02-05,"r00920",2021-01-03,"s00979"
"993","c00009","i00995",2020-12-30,"ZUBSA",13,1,0,27,81,1053,1053,2020-12-30,"r00828",2021-01-05,"s00984"
"994","c00008","i00993",2020-12-30,"TQLMI",19,1,0,24,72,1368,1368,2020-12-30,"r00826",2021-01-08,"s00987"
"995","c00007","i00994",2020-12-30,"WBOEC",21,1,0,33,66,1386,1386,2020-12-30,"r00827",2021-01-12,"s00991"
"996","c00007","i00996",2020-12-30,"TQLMI",16,0,0,36,108,1728,1728,2021-05-27,"r00991",2021-01-12,"s00992"
"997","c00006","i00991",2020-12-30,"JQWPP",13,1,0,35,105,1365,1365,2020-12-30,"r00825",2021-01-16,"s00995"
"998","c00006","i00999",2020-12-31,"ZUBSA",10,0,0,27,27,270,270,2021-01-22,"r00885",2021-01-03,"s00980"
"999","c00004","i01000",2020-12-31,"JQWPP",6,0,0,30,90,540,540,2021-03-02,"r00950",2021-01-08,"s00988"
"1000","c00003","i00998",2020-12-31,"TQLMI",11,0,0,34,68,748,748,2021-02-08,"r00922",2021-01-21,"s00998"
"56","c00005","i00008",2020-01-02,"JRVPC",15,1,0,34,68,1020,1020,2020-01-02,"r00002",2020-01-10,"s00007"
"85","c00007","i00003",2020-01-02,"TQLMI",24,0,0,24,72,1728,1728,2020-02-25,"r00058",2020-01-25,"s00039"
"1210","c00004","i00012",2020-01-04,"ZUBSA",12,1,0,36,36,432,432,2020-01-04,"r00005",2020-01-14,"s00013"
"1510","c00007","i00015",2020-01-05,"JQWPP",17,0,0,27,81,1377,1377,2020-03-17,"r00092",2020-01-14,"s00014"
"2710","c00008","i00028",2020-01-10,"GEXDT",11,1,0,34,68,748,748,2020-01-10,"r00009",2020-01-14,"s00016"
"3110","c00005","i00029",2020-01-11,"JQWPP",20,0,0,27,27,540,540,2020-06-22,"r00331",2020-02-03,"s00071"
"552","c00008","i00054",2020-01-20,"GEXDT",11,0,0,33,66,726,726,2020-04-22,"r00173",2020-01-28,"s00053"
"6010","c00010","i00058",2020-01-22,"SSBIT",14,0,0,34,68,952,952,2020-02-07,"r00032",2020-02-02,"s00067"
"1341","c00003","i00135",2020-02-19,"JQWPP",6,0,0,27,81,486,486,2020-03-14,"r00088",2020-03-22,"s00193"
"1361","c00006","i00137",2020-02-20,"JQWPP",26,0,0,42,42,1092,1092,2020-03-04,"r00072",2020-02-22,"s00116"
"1391","c00008","i00140",2020-02-21,"JQWPP",21,0,0,30,90,1890,1890,2020-08-19,"r00477",2020-02-27,"s00129"
"1441","c00003","i00144",2020-02-22,"SSBIT",20,1,0,33,66,1320,1320,2020-02-22,"r00054",2020-03-06,"s00146"
"1551","c00001","i00155",2020-02-27,"TQLMI",15,1,0,27,81,1215,1215,2020-02-27,"r00064",2020-03-01,"s00137"
"2041","c00006","i00204",2020-03-16,"JRVPC",10,0,0,33,66,660,660,2020-07-04,"r00363",2020-03-22,"s00195"
"2101","c00009","i00209",2020-03-18,"ZUBSA",13,0,0,27,27,351,351,2020-03-30,"r00124",2020-04-03,"s00232"
"2431","c00005","i00243",2020-03-29,"GEXDT",15,1,0,24,72,1080,1080,2020-03-29,"r00121",2020-04-02,"s00229"
"3421","c00003","i00342",2020-05-03,"JQWPP",10,0,0,36,36,360,360,2020-05-10,"r00221",2020-05-18,"s00358"
"3431","c00009","i00344",2020-05-04,"WBOEC",21,0,0,33,66,1386,1386,2020-11-10,"r00696",2020-05-13,"s00344"
"3441","c00007","i00343",2020-05-04,"JRVPC",23,0,0,24,72,1656,1656,2020-05-26,"r00259",2020-05-14,"s00348"
"3471","c00006","i00347",2020-05-06,"ETKQW",11,0,0,42,42,462,462,2020-06-15,"r00316",2020-05-09,"s00335"
"3641","c00006","i00358",2020-05-10,"SLNEL",17,0,0,34,68,1156,1156,2020-06-17,"r00323",2020-05-26,"s00377"
"3711","c00003","i00372",2020-05-15,"JRVPC",7,0,0,36,36,252,252,2020-08-07,"r00440",2020-05-21,"s00363"
"3751","c00007","i00377",2020-05-16,"GEXDT",21,0,0,42,42,882,882,2020-07-11,"r00382",2020-05-23,"s00369"
"4091","c00008","i00406",2020-05-26,"TQLMI",8,0,0,36,108,864,864,2020-06-30,"r00350",2020-06-03,"s00404"
"4681","c00008","i00468",2020-06-19,"SLNEL",11,0,0,34,68,748,748,2020-08-02,"r00433",2020-06-20,"s00449"
"4761","c00010","i00477",2020-06-22,"JQWPP",6,0,0,42,42,252,252,2020-09-25,"r00576",2020-06-25,"s00464"
"4861","c00004","i00487",2020-06-26,"SLNEL",7,0,0,42,42,294,294,2020-08-28,"r00496",2020-06-26,"s00468"
"5131","c00007","i00514",2020-07-05,"SSBIT",14,0,0,33,66,924,924,2020-08-09,"r00446",2020-07-08,"s00494"
"5361","c00007","i00532",2020-07-14,"SLNEL",10,1,1,36,36,360,360,2020-07-14,"r00389",2020-10-05,"s00726"
"6371","c00004","i00637",2020-08-24,"TQLMI",16,0,0,42,42,672,672,2020-10-12,"r00619",2020-09-01,"s00633"
"6561","c00009","i00656",2020-08-30,"ETKQW",18,0,1,36,108,1944,1944,2020-10-15,"r00629",2020-09-04,"s00643"
"6781","c00004","i00677",2020-09-05,"WBOEC",17,0,0,42,42,714,714,2020-11-04,"r00679",2020-09-11,"s00664"
"6931","c00009","i00693",2020-09-13,"SSBIT",16,0,0,24,72,1152,1152,2020-10-30,"r00666",2020-09-19,"s00681"
"7041","c00005","i00704",2020-09-17,"ETKQW",6,0,0,33,66,396,396,2020-10-26,"r00657",2020-10-23,"s00776"
"7281","c00010","i00728",2020-09-26,"ZUBSA",16,0,0,34,68,1088,1088,2021-02-02,"r00908",2020-10-26,"s00785"
"7341","c00008","i00734",2020-09-29,"ETKQW",16,1,0,33,66,1056,1056,2020-09-29,"r00589",2020-10-08,"s00734"
"7791","c00005","i00777",2020-10-10,"TQLMI",18,0,0,42,42,756,756,2021-01-20,"r00872",2020-10-24,"s00779"
"8041","c00009","i00804",2020-10-20,"ZUBSA",16,0,0,33,66,1056,1056,2020-12-09,"r00770",2020-10-25,"s00783"
"8181","c00005","i00817",2020-10-26,"SSBIT",16,1,0,42,42,672,672,2020-10-26,"r00659",2020-11-09,"s00831"
"8321","c00006","i00830",2020-10-30,"TQLMI",18,0,0,30,90,1620,1620,2020-12-10,"r00773",2020-11-14,"s00840"
"8641","c00008","i00864",2020-11-15,"ZUBSA",14,0,0,33,66,924,924,2020-12-14,"r00785",2020-12-09,"s00906"
"9041","c00009","i00909",2020-11-30,"JRVPC",16,1,0,27,27,432,432,2020-11-30,"r00753",2020-11-30,"s00886"
"9161","c00008","i00916",2020-12-04,"GEXDT",11,0,0,36,108,1188,1188,2021-01-27,"r00893",2020-12-26,"s00957"
"9171","c00006","i00917",2020-12-05,"WBOEC",10,0,0,42,42,420,420,2021-02-11,"r00926",2020-12-06,"s00900"
